player_name,season,team_long_name,league
Moussa Dembele,2008/2009,AZ,Netherlands Eredivisie
Stijn Schaars,2008/2009,AZ,Netherlands Eredivisie
Demy de Zeeuw,2008/2009,AZ,Netherlands Eredivisie
Mounir El Hamdaoui,2008/2009,AZ,Netherlands Eredivisie
Graziano Pelle,2008/2009,AZ,Netherlands Eredivisie
Joey Didulica,2008/2009,AZ,Netherlands Eredivisie
Simon Poulsen,2008/2009,AZ,Netherlands Eredivisie
Niklas Moisander,2008/2009,AZ,Netherlands Eredivisie
Nick van der Velden,2008/2009,AZ,Netherlands Eredivisie
David Mendes,2008/2009,AZ,Netherlands Eredivisie
Sergio Romero,2008/2009,AZ,Netherlands Eredivisie
Maarten Martens,2008/2009,AZ,Netherlands Eredivisie
Kew Jaliens,2008/2009,AZ,Netherlands Eredivisie
Hector Moreno,2008/2009,AZ,Netherlands Eredivisie
Sebastien Pocognoli,2008/2009,AZ,Netherlands Eredivisie
Brett Holman,2008/2009,AZ,Netherlands Eredivisie
Gill Swerts,2008/2009,AZ,Netherlands Eredivisie
Mark Kerr,2008/2009,Aberdeen,Scotland Premier League
Scott Severin,2008/2009,Aberdeen,Scotland Premier League
Stuart Duff,2008/2009,Aberdeen,Scotland Premier League
Andrew Considine,2008/2009,Aberdeen,Scotland Premier League
Jeffrey de Visscher,2008/2009,Aberdeen,Scotland Premier League
Jamie Langfield,2008/2009,Aberdeen,Scotland Premier League
Javan Vidal,2008/2009,Aberdeen,Scotland Premier League
Christopher Maguire,2008/2009,Aberdeen,Scotland Premier League
Gary McDonald,2008/2009,Aberdeen,Scotland Premier League
Lee Mair,2008/2009,Aberdeen,Scotland Premier League
Jamie Smith,2008/2009,Aberdeen,Scotland Premier League
Jared Hodgkiss,2008/2009,Aberdeen,Scotland Premier League
Darren Mackie,2008/2009,Aberdeen,Scotland Premier League
Charles Mulgrew,2008/2009,Aberdeen,Scotland Premier League
Sone Aluko,2008/2009,Aberdeen,Scotland Premier League
Tommy Wright,2008/2009,Aberdeen,Scotland Premier League
Derek Young,2008/2009,Aberdeen,Scotland Premier League
Zander Diamond,2008/2009,Aberdeen,Scotland Premier League
Lee Miller,2008/2009,Aberdeen,Scotland Premier League
Richard Foster,2008/2009,Aberdeen,Scotland Premier League
Miguel Pedro,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Pape Modou Sougou,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Cris Santos,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Amoreirinha,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Helder Cabral,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
William Tiero,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Pedrinho,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Milos Pavlovic,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Orlando,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Pedro Costa,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Nuno Piloto,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Edson Henrique,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Diego Gomez,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Jose Luis Garces,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Boris Peskovic,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
"Luis Fernando Duarte Nunes,32",2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Pedro Roma,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Claudio Lito,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Carlos Saleiro,2008/2009,Académica de Coimbra,Portugal Liga ZON Sagres
Gregory van der Wiel,2008/2009,Ajax,Netherlands Eredivisie
Rob Wielaert,2008/2009,Ajax,Netherlands Eredivisie
Thomas Vermaelen,2008/2009,Ajax,Netherlands Eredivisie
Toby Alderweireld,2008/2009,Ajax,Netherlands Eredivisie
Dario Cvitanich,2008/2009,Ajax,Netherlands Eredivisie
Urby Emanuelson,2008/2009,Ajax,Netherlands Eredivisie
Rasmus Lindgren,2008/2009,Ajax,Netherlands Eredivisie
Jan Vertonghen,2008/2009,Ajax,Netherlands Eredivisie
Robbert Schilder,2008/2009,Ajax,Netherlands Eredivisie
Luis Suarez,2008/2009,Ajax,Netherlands Eredivisie
Ismael Aissati,2008/2009,Ajax,Netherlands Eredivisie
Gabri,2008/2009,Ajax,Netherlands Eredivisie
Oleguer,2008/2009,Ajax,Netherlands Eredivisie
Vurnon Anita,2008/2009,Ajax,Netherlands Eredivisie
Bruno Silva,2008/2009,Ajax,Netherlands Eredivisie
Kenneth Vermeer,2008/2009,Ajax,Netherlands Eredivisie
Santiago Leonardo,2008/2009,Ajax,Netherlands Eredivisie
Maarten Stekelenburg,2008/2009,Ajax,Netherlands Eredivisie
Miralem Sulejmani,2008/2009,Ajax,Netherlands Eredivisie
Eyong Enoh,2008/2009,Ajax,Netherlands Eredivisie
Kennedy Bakircioglu,2008/2009,Ajax,Netherlands Eredivisie
Tengarrinha,2008/2009,Amadora,Portugal Liga ZON Sagres
Hugo Carreira,2008/2009,Amadora,Portugal Liga ZON Sagres
Silvestre Varela,2008/2009,Amadora,Portugal Liga ZON Sagres
Ney Santos,2008/2009,Amadora,Portugal Liga ZON Sagres
Marco Paulo,2008/2009,Amadora,Portugal Liga ZON Sagres
Giancarlo,2008/2009,Amadora,Portugal Liga ZON Sagres
Nelson Pedroso,2008/2009,Amadora,Portugal Liga ZON Sagres
Anselmo,2008/2009,Amadora,Portugal Liga ZON Sagres
Celestino,2008/2009,Amadora,Portugal Liga ZON Sagres
Filipe Mendes,2008/2009,Amadora,Portugal Liga ZON Sagres
Daniel Kabir Mustafa,2008/2009,Amadora,Portugal Liga ZON Sagres
Teti,2008/2009,Amadora,Portugal Liga ZON Sagres
Hugo Gomes,2008/2009,Amadora,Portugal Liga ZON Sagres
Rui Varela,2008/2009,Amadora,Portugal Liga ZON Sagres
Fernando Alexandre,2008/2009,Amadora,Portugal Liga ZON Sagres
Nuno Andre Coelho,2008/2009,Amadora,Portugal Liga ZON Sagres
Pedro Pereira,2008/2009,Amadora,Portugal Liga ZON Sagres
Vitor Moreno,2008/2009,Amadora,Portugal Liga ZON Sagres
Marcin Budzinski,2008/2009,Arka Gdynia,Poland Ekstraklasa
Blazej Telichowski,2008/2009,Arka Gdynia,Poland Ekstraklasa
"Bartosz Lawa,25",2008/2009,Arka Gdynia,Poland Ekstraklasa
Norbert Witkowski,2008/2009,Arka Gdynia,Poland Ekstraklasa
Przemyslaw Trytko,2008/2009,Arka Gdynia,Poland Ekstraklasa
Theo Walcott,2008/2009,Arsenal,England Premier League
Denilson,2008/2009,Arsenal,England Premier League
Robin van Persie,2008/2009,Arsenal,England Premier League
Carlos Vela,2008/2009,Arsenal,England Premier League
Samir Nasri,2008/2009,Arsenal,England Premier League
Kieran Gibbs,2008/2009,Arsenal,England Premier League
William Gallas,2008/2009,Arsenal,England Premier League
Kolo Toure,2008/2009,Arsenal,England Premier League
Emmanuel Eboue,2008/2009,Arsenal,England Premier League
Emmanuel Adebayor,2008/2009,Arsenal,England Premier League
Gael Clichy,2008/2009,Arsenal,England Premier League
Alex Song,2008/2009,Arsenal,England Premier League
Abou Diaby,2008/2009,Arsenal,England Premier League
Lukasz Fabianski,2008/2009,Arsenal,England Premier League
Cesc Fabregas,2008/2009,Arsenal,England Premier League
Vito Mannone,2008/2009,Arsenal,England Premier League
Johan Djourou,2008/2009,Arsenal,England Premier League
Andrey Arshavin,2008/2009,Arsenal,England Premier League
Nicklas Bendtner,2008/2009,Arsenal,England Premier League
Manuel Almunia,2008/2009,Arsenal,England Premier League
Mikael Silvestre,2008/2009,Arsenal,England Premier League
Bacary Sagna,2008/2009,Arsenal,England Premier League
Gabriel Agbonlahor,2008/2009,Aston Villa,England Premier League
Stiliyan Petrov,2008/2009,Aston Villa,England Premier League
Gareth Barry,2008/2009,Aston Villa,England Premier League
Ashley Young,2008/2009,Aston Villa,England Premier League
James Milner,2008/2009,Aston Villa,England Premier League
Nigel Reo-Coker,2008/2009,Aston Villa,England Premier League
Craig Gardner,2008/2009,Aston Villa,England Premier League
Carlos Cuellar,2008/2009,Aston Villa,England Premier League
Zatyiah Knight,2008/2009,Aston Villa,England Premier League
Martin Laursen,2008/2009,Aston Villa,England Premier League
Nicky Shorey,2008/2009,Aston Villa,England Premier League
Steve Sidwell,2008/2009,Aston Villa,England Premier League
John Carew,2008/2009,Aston Villa,England Premier League
Brad Friedel,2008/2009,Aston Villa,England Premier League
Luke Young,2008/2009,Aston Villa,England Premier League
Curtis Davies,2008/2009,Aston Villa,England Premier League
Sergio Floccari,2008/2009,Atalanta,Italy Serie A
Jose Leonardo Talamonti,2008/2009,Atalanta,Italy Serie A
Alessio Manzoni,2008/2009,Atalanta,Italy Serie A
Christian Vieri,2008/2009,Atalanta,Italy Serie A
Andrea Consigli,2008/2009,Atalanta,Italy Serie A
Gianpaolo Bellini,2008/2009,Atalanta,Italy Serie A
Jaime Valdes,2008/2009,Atalanta,Italy Serie A
Adriano Ferreira Pinto,2008/2009,Atalanta,Italy Serie A
Marino Defendi,2008/2009,Atalanta,Italy Serie A
Cristiano Doni,2008/2009,Atalanta,Italy Serie A
Ferdinando Coppola,2008/2009,Atalanta,Italy Serie A
Daniele Capelli,2008/2009,Atalanta,Italy Serie A
Claudio Rivalta,2008/2009,Atalanta,Italy Serie A
Federico Peluso,2008/2009,Atalanta,Italy Serie A
Maximiliano Pellegrino,2008/2009,Atalanta,Italy Serie A
Thomas Manfredini,2008/2009,Atalanta,Italy Serie A
Tiberio Guarente,2008/2009,Atalanta,Italy Serie A
"Diego De Ascentis,23",2008/2009,Atalanta,Italy Serie A
Luca Cigarini,2008/2009,Atalanta,Italy Serie A
Gianvito Plasmati,2008/2009,Atalanta,Italy Serie A
Gyorgy Garics,2008/2009,Atalanta,Italy Serie A
Francesco Parravicini,2008/2009,Atalanta,Italy Serie A
Simone Padoin,2008/2009,Atalanta,Italy Serie A
Ustaritz,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Igor Gabilondo,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Carlos Gurpegi,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
David Lopez,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Aitor Ocio,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Fernando Llorente,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Andoni Iraola,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Ion Velez,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Pablo Orbaiz,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Markel Susaeta,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Gaizka Toquero,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Francisco Navarro Yeste,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Koikili Campo,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Joseba Garmendia,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Mikel Balenziaga,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Inaki Munoz,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Eneko Boveda,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Javier Martinez,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Gorka Iraizoz Moreno,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Fernando Amorebieta,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Xabier Etxeita,2008/2009,Athletic Club de Bilbao,Spain LIGA BBVA
Leonardo Franco,2008/2009,Atlético Madrid,Spain LIGA BBVA
Maniche,2008/2009,Atlético Madrid,Spain LIGA BBVA
Giourkas Seitaridis,2008/2009,Atlético Madrid,Spain LIGA BBVA
Tomas Ujfalusi,2008/2009,Atlético Madrid,Spain LIGA BBVA
Ever Banega,2008/2009,Atlético Madrid,Spain LIGA BBVA
Florent Sinama-Pongolle,2008/2009,Atlético Madrid,Spain LIGA BBVA
Pablo Ibanez,2008/2009,Atlético Madrid,Spain LIGA BBVA
Simao,2008/2009,Atlético Madrid,Spain LIGA BBVA
Maxi Rodriguez,2008/2009,Atlético Madrid,Spain LIGA BBVA
Johnny Heitinga,2008/2009,Atlético Madrid,Spain LIGA BBVA
Diego Forlan,2008/2009,Atlético Madrid,Spain LIGA BBVA
Gregory Coupet,2008/2009,Atlético Madrid,Spain LIGA BBVA
Raul Garcia,2008/2009,Atlético Madrid,Spain LIGA BBVA
Mariano Pernia,2008/2009,Atlético Madrid,Spain LIGA BBVA
Luis Perea,2008/2009,Atlético Madrid,Spain LIGA BBVA
Sergio Aguero,2008/2009,Atlético Madrid,Spain LIGA BBVA
Paulo Assuncao,2008/2009,Atlético Madrid,Spain LIGA BBVA
Ignacio Camacho,2008/2009,Atlético Madrid,Spain LIGA BBVA
Antonio Lopez,2008/2009,Atlético Madrid,Spain LIGA BBVA
Bruno Amaro,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Rafael Bracalli,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Leandro Salino,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Bruno Patacas,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Igor Pita,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Rafik Halliche,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
de Oliveira Cleber Monteiro,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Fabiano Oliveira,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Edson Sitta,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Junio Cesar Arcanjo Juninho,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Mateus,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Rafael Bastos,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Ferreira de Matos Alonso,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Ruben Micael,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Felipe,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Joao Aurelio,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Maicon,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Luis Alberto,2008/2009,Atlético Nacional,Portugal Liga ZON Sagres
Saif Ghezal,2008/2009,BSC Young Boys,Switzerland Super League
Marco Schneuwly,2008/2009,BSC Young Boys,Switzerland Super League
Mario Raimondi,2008/2009,BSC Young Boys,Switzerland Super League
Gilles Yapi,2008/2009,BSC Young Boys,Switzerland Super League
Guillermo Ariel Pereyra,2008/2009,BSC Young Boys,Switzerland Super League
David Degen,2008/2009,BSC Young Boys,Switzerland Super League
Xavier Hochstrasser,2008/2009,BSC Young Boys,Switzerland Super League
Seydou Doumbia,2008/2009,BSC Young Boys,Switzerland Super League
Marc Schneider,2008/2009,BSC Young Boys,Switzerland Super League
Miguel Portillo,2008/2009,BSC Young Boys,Switzerland Super League
Baykal Kulaksizoglu,2008/2009,BSC Young Boys,Switzerland Super League
Christian Schwegler,2008/2009,BSC Young Boys,Switzerland Super League
Felix Bastians,2008/2009,BSC Young Boys,Switzerland Super League
Carlos Varela,2008/2009,BSC Young Boys,Switzerland Super League
Francois Affolter,2008/2009,BSC Young Boys,Switzerland Super League
Marco Woelfli,2008/2009,BSC Young Boys,Switzerland Super League
Constant Djakpa,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Pirmin Schwegler,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Henrique,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Patrick Helmes,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Renato Augusto,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Sascha Dum,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Lukas Sinkiewicz,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Karim Haggui,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Manuel Friedrich,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Benedikt Fernandez,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Arturo Vidal,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Stefan Kiessling,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Toni Kroos,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Tranquillo Barnetta,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Simon Rolfes,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Rene Adler,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Michal Kadlec,2008/2009,Bayer 04 Leverkusen,Germany 1. Bundesliga
Paul Kpaka,2008/2009,Beerschot AC,Belgium Jupiler League
Didier Dheedene,2008/2009,Beerschot AC,Belgium Jupiler League
Daniel Cruz,2008/2009,Beerschot AC,Belgium Jupiler League
Faris Haroun,2008/2009,Beerschot AC,Belgium Jupiler League
King Osei Gyan,2008/2009,Beerschot AC,Belgium Jupiler League
Wim De Decker,2008/2009,Beerschot AC,Belgium Jupiler League
Bart Goor,2008/2009,Beerschot AC,Belgium Jupiler League
Martijn Monteyne,2008/2009,Beerschot AC,Belgium Jupiler League
Kurt van Dooren,2008/2009,Beerschot AC,Belgium Jupiler League
Silvio Proto,2008/2009,Beerschot AC,Belgium Jupiler League
Ivan Leko,2008/2009,Beerschot AC,Belgium Jupiler League
Pieterjan Monteyne,2008/2009,Beerschot AC,Belgium Jupiler League
Tosin Dosunmu,2008/2009,Beerschot AC,Belgium Jupiler League
Martin Olsson,2008/2009,Blackburn Rovers,England Premier League
Morten Gamst Pedersen,2008/2009,Blackburn Rovers,England Premier League
Stephen Warnock,2008/2009,Blackburn Rovers,England Premier League
Roque Santa Cruz,2008/2009,Blackburn Rovers,England Premier League
Matt Derbyshire,2008/2009,Blackburn Rovers,England Premier League
Tugay Kerimoglou,2008/2009,Blackburn Rovers,England Premier League
Steven Reid,2008/2009,Blackburn Rovers,England Premier League
Christopher Samba,2008/2009,Blackburn Rovers,England Premier League
"Bennedict McCarthy,27",2008/2009,Blackburn Rovers,England Premier League
Keith Andrews,2008/2009,Blackburn Rovers,England Premier League
Zurab Khizanishvili,2008/2009,Blackburn Rovers,England Premier League
Aaron Mokoena,2008/2009,Blackburn Rovers,England Premier League
Vincenzo Grella,2008/2009,Blackburn Rovers,England Premier League
Jason Brown,2008/2009,Blackburn Rovers,England Premier League
Danny Simpson,2008/2009,Blackburn Rovers,England Premier League
Brett Emerton,2008/2009,Blackburn Rovers,England Premier League
Jason Roberts,2008/2009,Blackburn Rovers,England Premier League
Gael Givet,2008/2009,Blackburn Rovers,England Premier League
Andre Ooijer,2008/2009,Blackburn Rovers,England Premier League
Ryan Nelsen,2008/2009,Blackburn Rovers,England Premier League
David Dunn,2008/2009,Blackburn Rovers,England Premier League
Keith Treacy,2008/2009,Blackburn Rovers,England Premier League
Francesco Antonioli,2008/2009,Bologna,Italy Serie A
Adailton,2008/2009,Bologna,Italy Serie A
Davide Marchini,2008/2009,Bologna,Italy Serie A
Marco Di Vaio,2008/2009,Bologna,Italy Serie A
Miguel Britos,2008/2009,Bologna,Italy Serie A
Davide Bombardini,2008/2009,Bologna,Italy Serie A
Roberto Colombo,2008/2009,Bologna,Italy Serie A
Luigi Lavecchia,2008/2009,Bologna,Italy Serie A
Massimo Mutarelli,2008/2009,Bologna,Italy Serie A
Dyego Rocha Coelho,2008/2009,Bologna,Italy Serie A
Manuel Belleri,2008/2009,Bologna,Italy Serie A
Nicola Mingazzini,2008/2009,Bologna,Italy Serie A
Francesco Valiani,2008/2009,Bologna,Italy Serie A
Massimo Marazzina,2008/2009,Bologna,Italy Serie A
Diego Rodriguez,2008/2009,Bologna,Italy Serie A
Cristian Zenoni,2008/2009,Bologna,Italy Serie A
Gaby Mudingayi,2008/2009,Bologna,Italy Serie A
Vangelis Moras,2008/2009,Bologna,Italy Serie A
Christian Amoroso,2008/2009,Bologna,Italy Serie A
Claudio Terzi,2008/2009,Bologna,Italy Serie A
Marcello Castellini,2008/2009,Bologna,Italy Serie A
Salvatore Lanna,2008/2009,Bologna,Italy Serie A
Pablo Osvaldo,2008/2009,Bologna,Italy Serie A
Davide Carrus,2008/2009,Bologna,Italy Serie A
Sergio Volpi,2008/2009,Bologna,Italy Serie A
Gavin McCann,2008/2009,Bolton Wanderers,England Premier League
Euzebiusz Smolarek,2008/2009,Bolton Wanderers,England Premier League
Gretar Rafn Steinsson,2008/2009,Bolton Wanderers,England Premier League
Gary Cahill,2008/2009,Bolton Wanderers,England Premier League
Ricardo Gardner,2008/2009,Bolton Wanderers,England Premier League
Sebastien Puygrenier,2008/2009,Bolton Wanderers,England Premier League
Mark Davies,2008/2009,Bolton Wanderers,England Premier League
Kevin Davies,2008/2009,Bolton Wanderers,England Premier League
Jlloyd Samuel,2008/2009,Bolton Wanderers,England Premier League
